,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
17:20.4,0.0010961,1.182994639,1.606268399,-6.245369258,0.063404496,4.355737929
07:45.8,0.0010836,1.118101552,1.606266653,-4.58956667,0.063404507,4.361363125
30:29.7,0.0010663,1.047459351,1.606268399,-5.849950954,0.063404128,4.367431635
41:43.4,0.0010516,0.988786617,1.606268399,-5.514379989,0.063404169,4.372411059
30:22.5,0.001041,0.936922413,1.606270144,-5.446629798,0.063404187,4.376791836
10:17.0,0.00103,0.884136675,1.606273635,-5.931621891,0.063404233,4.381146432
58:39.3,0.001017,0.817367359,1.60627538,-4.404306951,0.063404259,4.386762902
16:20.3,0.0009982,0.747130074,1.606277125,-4.816668913,0.063404298,4.39229036
35:46.4,0.0009812,0.687322877,1.606277125,-5.275444414,0.063404345,4.396941662
23:02.6,0.0009656,0.621096358,1.60627538,-5.133744623,0.063404399,4.402205575
02:46.5,0.0009499,0.563713423,1.606273635,-5.624936125,0.063404446,4.406563662
52:16.9,0.0009334,0.491674958,1.606270144,-4.020133803,0.063404485,4.412188858
07:46.3,0.0009147,0.418123293,1.606266653,-4.567750055,0.063404526,4.41771108
54:13.2,0.0008988,0.357488809,1.606264908,-4.630262512,0.06340456,4.422088366
45:17.3,0.0008693,0.25886898,1.606263163,-3.921882238,0.063404208,4.429129024
15:13.5,0.0008498,0.173435113,1.606263163,-4.711771134,0.06340423,4.435218478
57:43.6,0.0008333,0.108734012,1.606263163,-5.020495444,0.063404269,4.439581801
16:52.5,0.0008153,0.034887386,1.606264908,-4.168026023,0.063404274,4.444580424
52:54.0,0.0008038,6.25335414,1.606264908,-4.886895726,0.063404273,4.448924548
38:53.7,0.000784,6.169171674,1.606263163,-3.49251728,0.06340431,4.454537527
15:49.2,0.0007696,6.100384757,1.606259672,-4.150214938,0.063404311,4.458885143
42:12.2,0.0007531,6.012940271,1.606256181,-3.994339582,0.063404312,4.464440526
13:46.1,0.0007404,5.943022381,1.606252691,-4.990325682,0.063404318,4.468772433
52:09.0,0.000725,5.850710172,1.6062492,-4.069823327,0.06340434,4.474362722
32:54.3,0.0007138,5.775160104,1.606245709,-4.478207683,0.063404352,4.478722555
09:17.7,0.0007008,5.677732335,1.606242219,-3.678728203,0.063404386,4.484304118
47:34.1,0.0006866,5.552086082,1.606242219,-3.753241545,0.063404424,4.491299397
26:45.4,0.0006773,5.448565368,1.606242219,-2.770313998,0.063404435,4.496886196
04:19.1,0.0006693,5.372928034,1.606243964,-3.380653892,0.063404445,4.501232066
30:17.3,0.0006656,5.264813614,1.606243964,-3.230016269,0.06340449,4.506780468
13:16.3,0.0006629,5.179409418,1.606243964,-3.487183553,0.063404483,4.511143791
47:35.4,0.0006601,5.078337401,1.606242219,-2.815266698,0.063404287,4.516716627
22:36.6,0.0006598,4.969765704,1.606238728,-2.091452477,0.063404315,4.5222947
56:40.4,0.0006603,4.887124364,1.606233492,-2.916551645,0.063404337,4.526633588
46:56.2,0.0006642,4.776255814,1.606228256,-3.709028864,0.063404365,4.532433317
53:28.3,0.00067,4.675038934,1.60622302,-2.312304695,0.063404404,4.537747845
51:48.1,0.0006766,4.566022179,1.606219529,-2.595775837,0.063404432,4.543566772
41:53.8,0.0006864,4.45810498,1.606217784,-3.401763649,0.063404451,4.54935952
49:08.8,0.0006976,4.36101755,1.606216039,-1.963685649,0.063404468,4.554672303
35:34.5,0.0007064,4.282046637,1.606216039,-2.009289357,0.063404474,4.559040862
07:35.3,0.0007168,4.205522676,1.606216039,-2.969977919,0.063404485,4.563369278
44:28.3,0.0007302,4.108848889,1.606214293,-2.139726539,0.06340449,4.568945605
50:12.3,0.000746,3.995596219,1.606209057,-1.803008893,0.0634045,4.575666868
30:46.8,0.0007663,3.896362034,1.606203821,-1.904815694,0.063404504,4.581784247
47:50.3,0.0007829,3.807893039,1.606198585,-2.33806401,0.063404518,4.587304724
26:24.0,0.0007982,3.718429207,1.606193349,-1.408718071,0.063404529,4.592886287
57:10.3,0.0008121,3.652532556,1.606189859,-2.458634845,0.063404545,4.597209467
48:26.8,0.0008322,3.570400852,1.606186368,-0.731528576,0.063404573,4.602825937
20:32.5,0.0008526,3.467777237,1.606186368,-1.220023544,0.063404368,4.609791546
51:54.2,0.0008673,3.405177513,1.606184623,-2.23604777,0.063404377,4.614114726
30:15.5,0.0008859,3.328842048,1.606186368,-1.333159277,0.063404429,4.619689308
19:20.4,0.0009001,3.269116881,1.606186368,-1.230008573,0.063404439,4.624063103
39:21.7,0.0009186,3.195734512,1.606184623,-1.490910862,0.063404483,4.629585325
01:11.1,0.0009345,3.136360156,1.606181132,-1.79859321,0.063404491,4.634231391
01:31.6,0.0009514,3.066231082,1.606179387,-0.82487402,0.06340453,4.639519739
36:12.2,0.0009687,2.997449401,1.606174151,-0.162266751,0.063404589,4.645087339
11:56.6,0.0009824,2.944707297,1.606168915,-0.910656953,0.063404622,4.649422737
32:09.3,0.0009984,2.875443905,1.606163679,-1.163293362,0.063404642,4.654944959
17:22.8,0.0010103,2.821754087,1.606161933,-1.310042391,0.063404687,4.659308282
54:06.1,0.0010258,2.756185558,1.606160188,-0.520776578,0.063404713,4.664875882
28:49.8,0.0010412,2.691768945,1.606158443,-6.142110344,0.063404752,4.670436501
05:32.3,0.001052,2.640313148,1.606158443,-0.547083926,0.06340477,4.674770154
15:04.7,0.0010658,2.574730656,1.606156697,-1.47878955,0.063404777,4.680253978
13:10.9,0.0010757,2.521637741,1.606156697,-0.810490762,0.063404781,4.684650463
46:40.3,0.001082,2.458161861,1.606154952,-0.22804472,0.063404429,4.690207591
18:07.8,0.0010936,2.39634579,1.606151461,-6.05947773,0.063404476,4.695761229
55:29.8,0.0011014,2.346760986,1.606146225,-0.425006871,0.063404501,4.700098372
47:10.4,0.0011125,2.27912075,1.606140989,-1.170889035,0.063404504,4.705884138
11:20.3,0.0011207,2.215883981,1.606137499,-1.179427186,0.063404537,4.711413341
51:04.5,0.0011267,2.154605471,1.606134008,-0.203817805,0.063404569,4.716987923
27:10.6,0.0011315,2.10137991,1.606135753,-2.097318529,0.06340461,4.721843429
34:01.2,0.001136,2.044539772,1.606134008,-2.040408578,0.063404666,4.726789692
59:18.8,0.0011398,1.982247226,1.606134008,-1.978049709,0.063404716,4.73231715
47:42.2,0.0011401,1.934570067,1.606135753,-1.930330662,0.063404738,4.736680473
45:15.2,0.0011423,1.839624155,1.606135753,-1.835313192,0.063404799,4.745117395
54:25.2,0.0011343,1.794132149,1.606137499,-1.789810713,0.063404259,4.749189248
19:43.5,0.0011328,1.736016175,1.606135753,-1.731673796,0.063404317,4.754720196
08:07.4,0.0011314,1.68737734,1.606134008,-1.683020998,0.063404357,4.759085265
33:25.5,0.0011274,1.627341504,1.606130518,-1.622981671,0.063404396,4.764616213
58:43.6,0.001119,1.566408569,1.606128772,-1.562062699,0.06340446,4.770145416
47:07.3,0.0011162,1.516764424,1.606127027,-1.512427281,0.063404485,4.774508739
12:25.2,0.0011096,1.453812143,1.606123536,-1.44950118,0.063404538,4.780036197
16:56.6,0.0011005,1.388725325,1.606121791,-1.384454504,0.063404592,4.785849889
42:14.3,0.0010919,1.326780099,1.606123536,-1.322556402,0.063404623,4.791373856
07:31.9,0.0010801,1.263637577,1.606123536,-1.259473221,0.063404642,4.796897823
12:03.0,0.0010687,1.19701836,1.606123536,-1.192923817,0.063404678,4.802715005
37:20.5,0.0010568,1.133760646,1.606123536,-1.129741153,0.063404701,4.808240718
41:51.5,0.0010453,1.065907481,1.606121791,-1.061971763,0.063404736,4.8140579
51:01.7,0.0010294,1.020101315,1.606121791,-1.016242392,0.063404308,4.818133244
16:19.9,0.001016,0.953319781,1.6061183,-0.949558597,0.063404364,4.823658956
04:43.6,0.0010042,0.901103021,1.606116555,-0.897423867,0.063404393,4.828020534
53:07.3,0.000992,0.848387096,1.60611481,-0.844793463,0.063404429,4.832383857
41:30.9,0.0009795,0.79486832,1.60611481,-0.791365444,0.063404481,4.836745435
27:35.2,0.0009627,0.731189982,1.60611481,-0.727798807,0.063404514,4.841977932
52:52.9,0.0009452,0.661064398,1.606116555,-0.657800632,0.063404574,4.847500154
41:16.3,0.0009301,0.604835126,1.6061183,-0.601672589,0.063404593,4.851858241
06:33.9,0.000913,0.532435378,1.606120046,-0.529405486,0.063404631,4.857380463
54:57.2,0.000899,0.474089021,1.606121791,-0.471163849,0.063404684,4.861740295
43:20.5,0.0008834,0.414831602,1.606125282,-0.412016386,0.063404719,4.866101873
29:24.7,0.0008616,0.342592424,1.606128772,-0.339908108,0.06340422,4.871336115
17:48.6,0.0008449,0.282249411,1.606127027,-0.279673305,0.063404272,4.875699438
43:06.8,0.0008266,0.203720066,1.606125282,-0.201281841,0.063404329,4.881226896
31:30.6,0.0008109,0.139687427,1.606125282,-0.137357412,0.063404348,4.885590219
56:48.6,0.0007925,0.056763343,1.606125282,-0.054569464,0.063404409,4.891115932
45:12.3,0.0007766,6.269796886,1.606125282,-6.267712963,0.063404457,4.895475764
10:30.1,0.0007593,6.182350655,1.606127027,-6.180399377,0.063404492,4.901001477
35:47.9,0.0007423,6.096670697,1.606128772,-6.094839846,0.063404548,4.906523698
56:27.0,0.0007204,5.97479261,1.606132263,-5.973124075,0.063404599,4.913791249
21:44.6,0.0007054,5.88168453,1.606135753,-5.880129442,0.063404626,4.919315217
26:15.7,0.0006909,5.774594618,1.606137499,-5.773161703,0.06340466,4.925132399
10:00.3,0.0006773,5.667492488,1.606139244,-5.666169529,0.063404704,4.931241051
16:50.7,0.0006662,5.58303426,1.606139244,-5.58178635,0.063404744,4.936185569
05:13.9,0.0006585,5.499731441,1.606139244,-5.498555089,0.063404792,4.940550638
14:24.0,0.0006544,5.418852883,1.606139244,-5.417742854,0.06340432,4.944624236
39:42.2,0.000647,5.312886963,1.606139244,-5.311848492,0.063404355,4.950149948
28:06.0,0.0006433,5.227348376,1.606140989,-5.226362265,0.063404367,4.954513272
55:43.3,0.0006414,5.13637658,1.606142735,-5.135439338,0.063404402,4.959164574
41:47.7,0.0006375,5.035335979,1.606146225,-5.034438879,0.063404424,4.964398816
07:05.7,0.0006385,4.928565462,1.606149716,-4.927705014,0.06340444,4.969922783
32:23.7,0.0006425,4.819260726,1.606154952,-4.818431695,0.063404459,4.975450241
20:47.3,0.0006455,4.736273811,1.606158443,-4.735456997,0.063404477,4.979811819
46:05.2,0.0006547,4.628967478,1.606161933,-4.628164627,0.063404507,4.985341022
34:28.8,0.0006582,4.548575867,1.606163679,-4.547766035,0.063404531,4.989706091
59:46.6,0.0006714,4.445390257,1.606165424,-4.444578679,0.063404554,4.995237039
48:10.2,0.000682,4.366075514,1.606165424,-4.365249973,0.06340458,4.999605598
52:41.5,0.0006934,4.262333143,1.606167169,-4.261474441,0.063404637,5.005426271
38:45.7,0.0007074,4.171980939,1.60617066,-4.171085585,0.063404669,5.010667495
52:26.7,0.0007342,4.004762688,1.606174151,-4.003771341,0.063404751,5.020561766
56:57.8,0.0007523,3.90959512,1.606179387,-3.908532215,0.063404781,5.026380694
43:01.8,0.00077,3.827236524,1.606182877,-3.826103805,0.063404801,5.031618427
31:25.0,0.0007848,3.759034292,1.606186368,-3.757833506,0.063404819,5.035985241
19:48.3,0.0008006,3.693378497,1.606188113,-3.692109642,0.063404831,5.0403538
45:05.6,0.0008206,3.611646473,1.606189859,-3.61027988,0.063404856,5.045886494
33:28.8,0.0008323,3.543349994,1.606191604,-3.541890899,0.063404875,5.050255053
14:55.0,0.0008505,3.442846954,1.606195095,-3.441242997,0.063404359,5.057246842
40:13.2,0.0008705,3.36392142,1.606195095,-3.36219529,0.063404376,5.062781281
28:37.1,0.000887,3.30460466,1.606195095,-3.302782537,0.063404385,5.067151585
53:55.3,0.0009072,3.232705822,1.60619684,-3.230761525,0.063404401,5.072686025
19:13.5,0.0009269,3.159925592,1.606200331,-3.157850396,0.063404418,5.078218718
07:37.3,0.00094,3.103839437,1.606205567,-3.10165952,0.063404423,5.082587277
32:55.5,0.0009572,3.031134256,1.606209057,-3.028812968,0.063404434,5.088119971
21:19.3,0.0009703,2.975847461,1.606214293,-2.973417963,0.06340444,5.092490276
46:37.4,0.0009878,2.910142796,1.606217784,-2.907578907,0.063404451,5.098024715
35:01.1,0.0010004,2.856391891,1.606221275,-2.853718047,0.06340446,5.102396764
00:19.2,0.0010156,2.789626066,1.606226511,-2.786814341,0.063404476,5.107934694
48:43.0,0.0010275,2.737877054,1.606228256,-2.734958863,0.063404498,5.112308489
14:01.0,0.0010398,2.671498692,1.606228256,-2.668446111,0.063404519,5.11784991
39:19.0,0.0010531,2.61143144,1.606230001,-2.608256686,0.063404544,5.123389585
27:42.6,0.0010627,2.561302093,1.606231747,-2.55802611,0.063404567,5.12776338
53:00.5,0.001074,2.498437079,1.606233492,-2.495037178,0.063404592,5.133303055
18:18.4,0.0010841,2.436418549,1.606236983,-2.432901711,0.063404618,5.138840984
06:41.9,0.0010915,2.387133942,1.606240473,-2.383528092,0.063404634,5.14321478
31:59.7,0.0010993,2.325858922,1.606243964,-2.322148352,0.063404657,5.148752709
20:23.2,0.0011057,2.27620256,1.606247455,-2.272408214,0.063404668,5.15312825
45:40.9,0.0011122,2.215339438,1.606250945,-2.211450845,0.063404676,5.158667925
34:04.3,0.0011158,2.167962476,1.606252691,-2.164005814,0.063404683,5.163045211
59:22.0,0.0011219,2.106399477,1.606254436,-2.10235904,0.063404697,5.168590122
03:53.2,0.0011271,2.040892034,1.606256181,-2.036773057,0.063404728,5.174426503
29:10.8,0.0011298,1.979896267,1.606256181,-1.975712713,0.063404731,5.179971414
15:14.7,0.0011316,1.922679139,1.606256181,-1.918446715,0.06340473,5.185224855
03:38.1,0.0011322,1.875286468,1.606257927,-1.871017393,0.063404736,5.18960214
52:01.9,0.0011256,1.825991389,1.606259672,-1.82170486,0.063404212,5.193979426
40:25.9,0.0011256,1.778830847,1.606261417,-1.774519884,0.06340421,5.198353221
05:44.4,0.0011235,1.717496486,1.606266653,-1.713164579,0.063404211,5.203896387
31:02.8,0.0011191,1.657792263,1.606271889,-1.653453375,0.063404209,5.209439553
19:26.8,0.0011137,1.609608959,1.60627538,-1.605275306,0.063404215,5.213816838
44:45.1,0.0011099,1.548351393,1.606277125,-1.544024721,0.063404211,5.219363495
33:09.1,0.0011053,1.499707321,1.606280616,-1.495394612,0.06340422,5.223744271
58:27.5,0.0010961,1.437988988,1.606280616,-1.433709441,0.063404236,5.229294418
46:51.4,0.0010873,1.389027267,1.606282361,-1.384782626,0.063404255,5.233675195
12:09.7,0.0010766,1.32612211,1.606282361,-1.321928083,0.063404277,5.239225342
37:28.0,0.0010633,1.262714298,1.606282361,-1.258583104,0.063404309,5.244775489
41:59.7,0.0010486,1.194594097,1.606284106,-1.190539697,0.063404341,5.25061536
07:17.9,0.0010398,1.131181049,1.606287597,-1.127192972,0.063404383,5.256162017
32:36.0,0.001023,1.066630047,1.606289342,-1.062734472,0.063404407,5.261710418
20:59.6,0.0010094,1.014399324,1.606291088,-1.010580543,0.063404426,5.266091195
46:17.6,0.000995,0.94801049,1.606294578,-0.944289448,0.063404449,5.271639597
34:41.2,0.0009822,0.894320671,1.606296324,-0.890683405,0.063404465,5.276022118
59:59.1,0.0009643,0.82593169,1.606296324,-0.82240787,0.063404487,5.281572265
48:22.7,0.0009553,0.774053523,1.606296324,-0.770613479,0.063404498,5.285956532
13:40.4,0.0009379,0.706523244,1.606294578,-0.703201882,0.063404502,5.291508425
20:31.1,0.0009225,0.644033475,1.606292833,-0.640822069,0.063404523,5.296477377
27:21.7,0.000904,0.578402114,1.606292833,-0.575309391,0.063404524,5.301444584
08:47.3,0.0008794,0.486198115,1.606292833,-0.483271198,0.063404529,5.308457317
57:10.7,0.0008651,0.428600504,1.606292833,-0.425778307,0.063404529,5.312838094
22:28.4,0.0008459,0.352331361,1.606296324,-0.349643554,0.063404521,5.318386495
15:30.8,0.0008329,0.317978046,1.606296324,-0.315353071,0.063404178,5.32101147
56:57.1,0.0008088,0.219712518,1.606299814,-0.217255095,0.063404166,5.328025949
45:21.1,0.0007936,0.154418006,1.60630156,-0.152070538,0.063404165,5.332408471
33:45.0,0.0007793,0.088598149,1.606303305,-0.086355401,0.063404168,5.336792738
59:03.4,0.0007615,0.006883579,1.606303305,-0.00476824,0.063404172,5.342346375
24:21.7,0.0007435,6.200016878,1.60630156,-6.198035929,0.063404184,5.347900013
12:45.6,0.0007301,6.128880748,1.60630156,-6.126999283,0.063404199,5.352286025
38:04.0,0.0007132,6.036142678,1.606298069,-6.034385132,0.063404227,5.357839663
26:27.9,0.0007011,5.961486219,1.606298069,-5.959824666,0.063404244,5.36222393
51:46.1,0.0006866,5.865372683,1.606296324,-5.863824576,0.063404268,5.367777568
58:37.2,0.0006748,5.777038079,1.606296324,-5.775585965,0.063404295,5.37274303
05:28.2,0.0006647,5.685376877,1.606298069,-5.684020756,0.063404317,5.377710237
53:52.0,0.0006559,5.607166928,1.606298069,-5.605882366,0.063404339,5.382092758
19:10.2,0.0006462,5.504745772,1.606298069,-5.50354673,0.063404358,5.387642905
32:51.9,0.0006354,5.313000409,1.606296324,-5.311940994,0.063404372,5.39758081
58:10.0,0.0006298,5.206130408,1.606294578,-5.205133825,0.063404381,5.403134448
46:33.7,0.0006266,5.122082333,1.606292833,-5.121124147,0.063404386,5.407518715
11:51.8,0.000626,5.011761816,1.606289342,-5.010850754,0.063404405,5.413072353
37:09.8,0.0006272,4.903766078,1.606285852,-4.902891668,0.063404403,5.41862599
41:41.5,0.00063,4.790122455,1.606282361,-4.789270734,0.063404405,5.424469353
06:59.5,0.0006353,4.682030723,1.606282361,-4.681192965,0.063404408,5.4300195
32:17.6,0.0006421,4.576614582,1.606280616,-4.575778569,0.063404404,5.435567901
20:41.3,0.0006495,4.494596324,1.606280616,-4.493756821,0.063404396,5.439948678
02:07.3,0.0006635,4.365110347,1.606282361,-4.3642499,0.063404392,5.44695792
27:25.4,0.0006751,4.26626537,1.606280616,-4.265375252,0.063404395,5.452508067
15:49.2,0.0006841,4.188907142,1.606280616,-4.187983863,0.063404412,5.456890589
41:07.2,0.0007,4.094928143,1.606277125,-4.093961231,0.063404424,5.462442481
29:31.0,0.0007131,4.023106099,1.60627538,-4.022097299,0.063404435,5.466825003
54:49.1,0.0007308,3.93262474,1.606270144,-3.931554853,0.06340446,5.472376895
20:07.1,0.0007502,3.846923838,1.606266653,-3.845787628,0.06340449,5.477928788
08:30.8,0.0007641,3.778646557,1.606263163,-3.777447516,0.063404516,5.482309564
52:09.1,0.0008068,3.573551171,1.606259672,-3.572116511,0.063404412,5.496029597
19:46.6,0.0008244,3.506705061,1.606257927,-3.505183134,0.06340441,5.500698353
45:04.7,0.0008446,3.430648848,1.606256181,-3.429020456,0.063404441,5.506245009
26:30.8,0.0008689,3.334310164,1.606254436,-3.332533419,0.063404445,5.513250761
14:54.5,0.0008835,3.274089324,1.606250945,-3.272213095,0.063404453,5.517631537
40:12.6,0.0009025,3.204181906,1.606245709,-3.202185249,0.063404462,5.523178194
00:52.2,0.0009266,3.107731521,1.606238728,-3.105558586,0.063404482,5.530477161
26:10.3,0.000945,3.038984747,1.606233492,-3.036680912,0.063404498,5.536023817
51:28.4,0.0009616,2.970367127,1.606230001,-2.967928902,0.063404509,5.541568728
32:54.3,0.0009833,2.880779377,1.606224765,-2.878161383,0.063404515,5.548567498
21:18.0,0.0009965,2.828429971,1.60622302,-2.825705512,0.063404524,5.552941293
46:36.0,0.0010113,2.761039318,1.606221275,-2.758176978,0.063404578,5.558480969
34:59.6,0.0010224,2.709974475,1.606219529,-2.707009161,0.063404565,5.562854764
00:17.4,0.0010363,2.645348423,1.606219529,-2.642250464,0.06340457,5.568394439
25:35.3,0.0010472,2.584659835,1.606216039,-2.581443193,0.063404586,5.573935859
13:58.9,0.0010583,2.532158585,1.606212548,-2.528835478,0.063404596,5.578311399
39:16.7,0.0010678,2.471138384,1.606207312,-2.467700085,0.063404622,5.583854565
20:42.3,0.00108,2.390844512,1.606200331,-2.387259606,0.063404668,5.590853335
09:05.8,0.0010879,2.341038051,1.60619684,-2.337365878,0.063404684,5.595227131
45:52.6,0.0010983,2.244893098,1.606189859,-2.241067337,0.06340474,5.603969485
20:27.5,0.0011015,2.2220799,1.606189859,-2.218217486,0.063404752,5.606009775
11:10.7,0.001099,2.182090916,1.606186368,-2.178181378,0.063404379,5.609503924
36:28.9,0.0011044,2.121294117,1.606184623,-2.117300803,0.063404401,5.615038363
01:47.1,0.0011073,2.060448448,1.606184623,-2.056383577,0.063404437,5.620572802
27:05.1,0.0011047,2.000993807,1.606182877,-1.996876576,0.06340446,5.626107241
31:36.8,0.0011109,1.936629555,1.606177641,-1.932444256,0.063404487,5.63193315
56:54.7,0.0011113,1.876438385,1.606172405,-1.872209453,0.063404509,5.637469334
45:18.3,0.0011087,1.829267372,1.606167169,-1.82501575,0.063404531,5.641837894
10:36.2,0.0011102,1.768861526,1.606161933,-1.764576743,0.06340456,5.647374078
35:54.0,0.0011047,1.707883213,1.606156697,-1.703586212,0.063404584,5.652906772
24:17.5,0.001103,1.659699908,1.606153207,-1.655394181,0.063404603,5.657273586
33:27.7,0.0011046,1.610589834,1.606149716,-1.60627538,0.063404056,5.661347184
21:51.9,0.0010975,1.563490379,1.606146225,-1.559188142,0.063404075,5.665712252
